ID,LAeq,LCeq-Aeq,LA5-95,Loudness,Sharpness,Green,Water,Sky,Grey,Luminance,Fascination,Being_away_to,Being_away_from,Compatibility,Extent_Coherence,Extent_Scope,Positive,Negative,Valence,Arousal,Dominance
34,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,0,3.666666667,1.333333333,2.75,7,6,15,-1,0,-2,3
35,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,0.6,4.666666667,2,4.25,6,7,28,0,2,2,1
36,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,0,4.333333333,0.333333333,4,5,5,12,0,-2,1,3
37,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,0.2,2.333333333,0.666666666,3.75,3,3,22,0,1,2,1
38,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,0.6,4.666666667,3.333333333,1.5,3,7,13,0,-3,1,4
43,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,1.6,4.666666667,2,3.25,5.333333333,6,20,-2,1,0,2
44,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,0,4.333333333,3.333333333,1.75,7,7,10,0,2,0,1
45,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,-2,3.666666667,-1.333333333,2,1.333333333,2,15,-8,-2,0,3
46,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,1.4,2.333333333,2,3.75,3.333333333,7,12,-3,-1,-4,3
47,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,1,4,2,3.5,3.333333333,4,13,-8,3,-2,3
52,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,0.6,4,1.333333334,4,4.666666667,5,20,-2,1,-1,6
53,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,1.4,5,2,4.75,5,6,13,0,-1,-3,2
54,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,1,4,4,4.75,5,5,13,0,-1,-2,8
55,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,2.4,4,1.333333333,5,5.333333333,6,17,0,2,0,2
57,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,0.6,2.666666667,2,3.5,4,1,13,-1,0,1,4
58,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,1,3.333333333,1,4.25,5.666666667,2,13,0,0,0,4
59,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,0.2,3.666666667,2,4,5.333333333,6,18,0,0,-3,1
63,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,3.2,4.333333333,4.666666666,4,5,6,13,-10,4,-1,5
64,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,2.6,3.666666667,1.666666667,5,5.666666667,6,16,-1,1,0,9
65,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,2.6,4,2.666666666,5.25,7,1,14,-3,3,-6,1
66,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,1.6,4.666666667,3,3.25,5.333333333,4,16,-6,2,-1,5
67,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,0.6,4,3,5,4,4,14,-8,3,-3,2
68,45.4,16.4,7.1,20.8,2.1,10,1,47,0,149,1.2,4,0.666666667,4,4.333333333,3,25,-8,0,-3,3
5,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,1.2,4,2.666666666,5,5.666666667,6,22,0,1,0,7
6,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,2.4,7,1.666666667,5.5,5.333333333,6,13,-16,4,-2,9
7,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,0.8,4,1.333333333,3.75,4,7,21,-7,-3,-4,4
8,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,-2.2,5,1.333333333,2.25,3.666666667,7,12,1,-1,1,6
9,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,-1.6,3.666666667,-1.666666666,2.75,2,1,32,3,0,4,8
13,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,3.2,4.666666667,3.333333333,3.75,6.666666667,7,13,-14,4,-4,7
15,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,0,4.333333333,1.666666666,3.75,4.666666667,6,13,8,-1,4,6
16,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,-0.4,4,1.333333333,5.5,3.666666667,7,24,0,0,1,5
17,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,-4,3,-2,4.5,3.333333333,3,18,2,-3,2,5
18,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,1.4,4.666666667,0.333333333,4,6,3,13,0,3,1,2
22,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,3.4,4.333333333,1.333333334,4.75,3.666666667,7,27,0,3,1,1
23,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,1,5,2,5.25,6.666666667,6,27,-11,1,-4,2
24,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,2.6,4,4.666666667,5.5,6,7,18,-6,2,3,8
25,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,1.2,4.666666667,1,3.25,4,6,19,-2,0,2,7
26,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,0.2,4.333333333,0.333333334,4,6.666666667,7,33,1,2,-2,4
27,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,0.4,4.666666667,2,5,3.666666667,1,26,-5,2,-1,3
31,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,2.8,4,1,3,5,1,10,-4,1,-1,6
33,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,4.6,3.666666667,6,5.25,6.333333333,7,20,-7,2,1,2
34,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,0.4,5,3.333333333,4.75,6,6,20,-1,2,4,4
35,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,0,3.666666667,1,3.25,5.666666667,7,24,0,0,1,1
36,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,1.2,4.333333333,0.666666666,4.25,5.333333333,6,19,1,0,3,2
40,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,0.4,4,-0.333333333,4,4.666666667,5,12,-1,-1,0,2
42,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,3.4,4.333333333,2.666666666,5,3.666666667,7,33,2,3,-2,1
43,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,1.4,2.666666667,1.333333333,4.5,5,6,16,-2,0,0,3
44,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,1.6,5,3.666666666,3,6,7,13,0,2,1,1
45,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,-0.8,3.333333333,-1.333333333,2.75,4,3,15,-11,0,0,4
49,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,0,3.333333333,0.333333334,4.5,4.333333333,5,18,0,0,-2,5
50,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,0.2,4,2.666666667,2.75,5.333333333,6,16,0,2,-4,3
51,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,-1,5,2.333333333,4.25,6,6,28,0,0,0,3
52,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,0,5,1.333333334,5.25,4.666666667,6,21,-1,0,-1,6
53,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,2,5.333333333,2.666666667,4.5,4.333333333,4,10,0,0,-1,2
54,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,-0.4,4,2.666666667,2.5,5.333333333,6,10,0,-2,0,8
56,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,1.2,5.333333333,2.333333334,4.5,5.666666667,7,25,-4,1,-1,7
57,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,1.2,3,3,3.5,3.333333333,1,12,-1,0,1,4
59,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,0.4,3.666666667,1.333333333,4.5,5,6,21,1,-1,-1,1
60,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,4.2,4.333333333,3.333333334,5.25,6.333333333,7,19,-1,3,1,7
61,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,3.4,5.333333333,3,4,5,5,10,-25,2,0,9
62,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,1.2,3.666666667,0.333333334,4.25,5.333333333,3,16,-1,0,-2,3
69,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,0.8,1.666666667,-0.333333333,1.5,2,2,15,0,-1,0,5
70,44.3,12.7,5.2,5.2,1.9,0,6,47,0,162,-1.6,4,2.333333334,3.5,5,5,11,0,0,0,5
2,48.9,10.1,11.6,9,1.1,40,2,7,0,113,-0.2,4,-1,3.75,4,2,14,0,-2,1,7
5,48.9,10.1,11.6,9,1.1,40,2,7,0,113,-0.4,5,2.666666666,4.5,6,4,27,0,1,-1,7
7,48.9,10.1,11.6,9,1.1,40,2,7,0,113,2.2,3.666666667,3.666666666,4.75,4.666666667,5,32,-17,2,-4,8
8,48.9,10.1,11.6,9,1.1,40,2,7,0,113,-1.4,2.666666667,1,2.5,3,5,13,-1,-1,0,6
11,48.9,10.1,11.6,9,1.1,40,2,7,0,113,1.8,4.666666667,3.333333333,4.25,5,1,12,-8,4,-3,7
13,48.9,10.1,11.6,9,1.1,40,2,7,0,113,-0.8,1,-1.666666667,1,1.666666667,1,14,-12,2,-6,1
16,48.9,10.1,11.6,9,1.1,40,2,7,0,113,1.4,5,1.666666667,5.5,4.666666667,7,21,0,1,0,3
17,48.9,10.1,11.6,9,1.1,40,2,7,0,113,1.6,6,0.333333333,5.5,7,7,29,0,1,0,7
19,48.9,10.1,11.6,9,1.1,40,2,7,0,113,3.6,5,3.666666667,5.5,7,7,19,-4,2,-4,1
20,48.9,10.1,11.6,9,1.1,40,2,7,0,113,2.2,3,0.666666666,4.5,6.666666667,1,20,-4,2,0,3
22,48.9,10.1,11.6,9,1.1,40,2,7,0,113,3,4.333333333,2.666666667,5.25,5,6,23,2,3,2,1
23,48.9,10.1,11.6,9,1.1,40,2,7,0,113,1.4,5,2.666666666,4.25,6.333333333,6,21,-11,0,-4,2
25,48.9,10.1,11.6,9,1.1,40,2,7,0,113,1,4.666666667,1.333333333,2.75,6,3,17,-2,3,-2,6
26,48.9,10.1,11.6,9,1.1,40,2,7,0,113,-0.8,4,0,4.75,4.333333333,5,28,19,-3,1,8
28,48.9,10.1,11.6,9,1.1,40,2,7,0,113,-0.2,1,-1,3.25,1.666666667,1,14,1,-2,-1,5
31,48.9,10.1,11.6,9,1.1,40,2,7,0,113,3.4,4.666666667,2,3.5,5.666666667,1,17,-4,3,-3,7
34,48.9,10.1,11.6,9,1.1,40,2,7,0,113,2,5.333333333,3.333333333,5,6.333333333,7,21,-1,3,-2,5
35,48.9,10.1,11.6,9,1.1,40,2,7,0,113,0.2,3.666666667,2,4.5,5,7,28,1,1,0,1
37,48.9,10.1,11.6,9,1.1,40,2,7,0,113,0.4,3.333333333,3.333333333,3.25,4.666666667,3,16,0,-1,2,2
38,48.9,10.1,11.6,9,1.1,40,2,7,0,113,2.8,5,3.666666666,5.5,6,7,16,0,-1,0,8
40,48.9,10.1,11.6,9,1.1,40,2,7,0,113,-0.6,3.666666667,-1.333333333,3.5,3.666666667,2,19,-1,0,0,3
43,48.9,10.1,11.6,9,1.1,40,2,7,0,113,0.8,3.333333333,2,4,4.333333333,6,21,-2,2,-1,6
44,48.9,10.1,11.6,9,1.1,40,2,7,0,113,-0.8,4.333333333,2,2.25,6.666666667,7,11,0,1,2,1
46,48.9,10.1,11.6,9,1.1,40,2,7,0,113,1,1.666666667,0.333333333,2.5,3.666666667,4,12,-3,-1,-3,5
47,48.9,10.1,11.6,9,1.1,40,2,7,0,113,-1,4,2.333333333,4,4,4,11,-8,3,-3,2
49,48.9,10.1,11.6,9,1.1,40,2,7,0,113,0.8,5,3.666666667,5.5,5.666666667,6,23,0,2,-2,7
50,48.9,10.1,11.6,9,1.1,40,2,7,0,113,3.2,4.333333333,4.666666667,4.75,6,5,15,-2,2,-5,3
52,48.9,10.1,11.6,9,1.1,40,2,7,0,113,0.4,4.333333333,2.666666667,4.75,5.333333333,6,17,-2,1,-2,7
53,48.9,10.1,11.6,9,1.1,40,2,7,0,113,1.8,4.333333333,1.666666667,4.75,5.333333333,5,13,0,0,-2,3
55,48.9,10.1,11.6,9,1.1,40,2,7,0,113,1.6,4,0,4.25,4.666666667,5,21,0,1,0,2
56,48.9,10.1,11.6,9,1.1,40,2,7,0,113,-0.8,4,2,3.25,5.333333333,7,16,-3,-2,-2,9
59,48.9,10.1,11.6,9,1.1,40,2,7,0,113,0,3.666666667,0.666666667,4,5,6,16,0,-1,-3,1
60,48.9,10.1,11.6,9,1.1,40,2,7,0,113,4,5,3.333333334,5.25,6.333333333,6,16,-1,4,0,8
61,48.9,10.1,11.6,9,1.1,40,2,7,0,113,4.2,4.666666667,4,5.75,6.333333333,4,17,-24,4,0,9
62,48.9,10.1,11.6,9,1.1,40,2,7,0,113,1.2,3.666666667,0.666666667,3.5,4.333333333,3,17,-1,1,-1,2
65,48.9,10.1,11.6,9,1.1,40,2,7,0,113,1.2,5,4,5.25,6,4,16,-3,1,-5,1
66,48.9,10.1,11.6,9,1.1,40,2,7,0,113,2.4,4,3.333333334,4.75,4,6,19,-6,2,-1,4
67,48.9,10.1,11.6,9,1.1,40,2,7,0,113,1.2,4.333333333,5,4.5,5,5,13,-3,0,-3,1
69,48.9,10.1,11.6,9,1.1,40,2,7,0,113,2,2.666666667,0.666666667,2.25,3.333333333,3,16,0,1,1,2
70,48.9,10.1,11.6,9,1.1,40,2,7,0,113,1.2,4.666666667,4.666666667,3.5,6,5,13,0,2,0,8
3,67.2,6.3,10,20.3,1.3,41,4,4,0,142,1.8,5.666666667,3.333333333,5.25,5,7,24,-6,0,1,1
6,67.2,6.3,10,20.3,1.3,41,4,4,0,142,-0.4,3,-0.333333333,5.75,5.666666667,5,13,-16,0,-2,7
7,67.2,6.3,10,20.3,1.3,41,4,4,0,142,2.8,3,2.666666666,4.75,4.333333333,6,26,-17,0,-3,6
9,67.2,6.3,10,20.3,1.3,41,4,4,0,142,0.8,4.333333333,2.333333334,5.25,5,7,29,0,2,-1,3
12,67.2,6.3,10,20.3,1.3,41,4,4,0,142,1.8,2.666666667,0.333333333,3.25,6,5,25,-6,0,0,7
13,67.2,6.3,10,20.3,1.3,41,4,4,0,142,0,5,2,2.25,6.666666667,7,15,-13,2,-4,7
15,67.2,6.3,10,20.3,1.3,41,4,4,0,142,2,4.666666667,4.333333333,5,6,3,19,-1,5,-1,1
16,67.2,6.3,10,20.3,1.3,41,4,4,0,142,1.8,4.666666667,2,5.5,4.333333333,6,22,0,1,-2,3
18,67.2,6.3,10,20.3,1.3,41,4,4,0,142,-0.2,4.666666667,1.666666666,4.75,5.333333333,2,11,0,2,2,3
19,67.2,6.3,10,20.3,1.3,41,4,4,0,142,4,5,3.333333334,5.5,7,7,22,-3,2,-2,2
21,67.2,6.3,10,20.3,1.3,41,4,4,0,142,0.4,3,1.333333333,2,2,2,10,-1,-2,-2,3
22,67.2,6.3,10,20.3,1.3,41,4,4,0,142,2,4.333333333,2.333333334,4.25,4.666666667,6,25,0,3,1,1
24,67.2,6.3,10,20.3,1.3,41,4,4,0,142,2,5,4.333333334,4.25,6.333333333,6,14,-6,2,4,7
25,67.2,6.3,10,20.3,1.3,41,4,4,0,142,-0.6,4.666666667,-0.666666667,2.75,4.666666667,5,15,6,-1,2,3
27,67.2,6.3,10,20.3,1.3,41,4,4,0,142,-0.4,4.666666667,2,3.75,3.666666667,2,18,-5,0,-3,3
28,67.2,6.3,10,20.3,1.3,41,4,4,0,142,1.6,4,2,3,5.333333333,2,10,-6,0,-1,6
31,67.2,6.3,10,20.3,1.3,41,4,4,0,142,3.4,4.666666667,1.666666667,3.25,5.666666667,1,11,-4,2,-2,6
33,67.2,6.3,10,20.3,1.3,41,4,4,0,142,4.6,3.333333333,5.333333333,5.5,6.666666667,7,16,-7,2,2,2
34,67.2,6.3,10,20.3,1.3,41,4,4,0,142,0.8,3.333333333,2.666666666,5.25,5.333333333,5,20,1,2,0,5
36,67.2,6.3,10,20.3,1.3,41,4,4,0,142,2,4.666666667,1,5.5,5.333333333,5,23,0,1,4,6
37,67.2,6.3,10,20.3,1.3,41,4,4,0,142,1.6,4.333333333,3.333333333,4.25,5.333333333,2,24,-1,1,4,2
40,67.2,6.3,10,20.3,1.3,41,4,4,0,142,-2,2.666666667,-2.333333333,2,4,4,21,0,-3,2,4
42,67.2,6.3,10,20.3,1.3,41,4,4,0,142,-0.8,1.666666667,-2,1.5,3,7,16,-7,3,-6,1
43,67.2,6.3,10,20.3,1.3,41,4,4,0,142,2.2,4,2.666666666,4.75,4.333333333,6,21,-2,2,-1,3
46,67.2,6.3,10,20.3,1.3,41,4,4,0,142,3,3,1.666666667,4,6,3,10,-3,1,-4,1
49,67.2,6.3,10,20.3,1.3,41,4,4,0,142,0.4,4.666666667,2.333333334,4.75,5.333333333,3,20,0,0,0,4
51,67.2,6.3,10,20.3,1.3,41,4,4,0,142,2,5,4,4.25,6.333333333,6,14,0,1,6,3
52,67.2,6.3,10,20.3,1.3,41,4,4,0,142,0.2,4.666666667,2.666666667,4.5,5.333333333,6,16,-2,-1,2,6
54,67.2,6.3,10,20.3,1.3,41,4,4,0,142,0,4.666666667,2.333333333,3.5,5.666666667,3,17,0,-1,-2,8
55,67.2,6.3,10,20.3,1.3,41,4,4,0,142,1.2,4,-0.666666667,3.25,4,5,15,0,2,0,1
57,67.2,6.3,10,20.3,1.3,41,4,4,0,142,0.4,2,1.666666667,3.25,3,1,14,-1,0,0,6
58,67.2,6.3,10,20.3,1.3,41,4,4,0,142,2.2,3.333333333,0.666666667,4.25,4.333333333,1,14,0,1,0,3
60,67.2,6.3,10,20.3,1.3,41,4,4,0,142,4,4.333333333,3.333333334,5.25,6.666666667,6,17,-1,3,0,8
63,67.2,6.3,10,20.3,1.3,41,4,4,0,142,2.2,2.333333333,4.666666666,4.75,5.666666667,6,24,-11,4,-2,5
64,67.2,6.3,10,20.3,1.3,41,4,4,0,142,3,3.666666667,0.666666667,5,6.333333333,2,16,-1,1,0,8
65,67.2,6.3,10,20.3,1.3,41,4,4,0,142,1,4.666666667,3.666666666,3.25,6.666666667,1,19,-3,-1,-4,3
67,67.2,6.3,10,20.3,1.3,41,4,4,0,142,2.6,4.333333333,4.666666667,4.75,5.666666667,7,16,-8,3,-4,2
68,67.2,6.3,10,20.3,1.3,41,4,4,0,142,1,3.666666667,1.333333334,2.25,3.333333333,2,22,-7,1,-1,7
69,67.2,6.3,10,20.3,1.3,41,4,4,0,142,1.8,2.666666667,1.666666667,2.5,3.333333333,4,14,0,1,0,6
70,67.2,6.3,10,20.3,1.3,41,4,4,0,142,0,4.333333333,4,3.25,5.333333333,5,14,0,1,2,2
2,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,0,3.666666667,-0.666666666,4,4.666666667,2,14,0,0,0,7
3,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,3.2,3.333333333,1.666666667,2.5,5.333333333,6,14,-6,-2,-3,1
5,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-0.2,4.666666667,2.666666666,3.75,5.333333333,2,16,0,0,1,7
6,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,0.6,4,2,3.25,6,4,10,-16,2,-2,8
9,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-1.6,3.333333333,-2,2.5,4.666666667,3,22,2,-2,2,9
11,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,3.6,2.666666667,2.333333333,5.25,5.333333333,1,24,-8,6,-3,8
12,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-0.2,3.333333333,-1.666666667,2.25,4.333333333,4,18,-5,-2,0,4
15,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,1,4,4.333333333,5.5,5.333333333,5,20,-1,3,-1,1
17,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,0,4.666666667,1,4.75,6.333333333,7,34,0,1,0,9
18,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,0.6,3.333333333,1.666666666,5.25,5.333333333,1,12,0,3,1,2
20,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-1,2.666666667,0,3.25,2.333333333,1,10,-2,2,-2,1
21,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-0.2,2,0.333333333,1.5,1.333333333,2,11,-1,-2,-2,3
23,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,1,4.666666667,2.666666666,4.5,5,2,22,-11,0,-5,3
24,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-0.8,3,4,3,5,6,13,-4,0,3,5
26,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-1.2,4.666666667,-0.333333333,4,5.333333333,5,27,19,-1,0,6
27,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-0.2,3.666666667,2,3,3,1,16,-5,0,-2,3
33,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,4.8,4.666666667,6,5.5,6.666666667,5,18,-7,2,0,1
35,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,0,4.666666667,1,2.75,4.666666667,6,18,0,0,4,2
36,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,1,3.666666667,0.333333333,4.75,4.666666667,3,16,1,-1,2,4
38,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-0.2,3,3.666666666,1.5,2.333333333,2,11,0,-2,2,3
42,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-0.2,4,-2.333333334,3,4,6,25,-9,1,-6,9
44,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-1,4.666666667,3.333333333,2.25,5.333333333,7,10,0,0,1,1
45,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-2.6,1.333333333,-2.666666667,3,3.333333333,2,12,-11,-2,-1,3
47,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,1,3.333333333,2,4,4.333333333,5,11,-8,2,-3,2
50,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,2,4,4.333333333,2.5,5,3,11,-2,1,-4,3
51,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,2,4.333333333,5,4,6.333333333,3,14,0,1,-1,2
53,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,1,4.333333333,1,4,5,2,10,0,-2,-2,1
54,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,1.6,4.666666667,4,4,5,6,24,0,0,-2,9
56,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-1.2,5,0.666666667,1.75,6,5,11,-4,-4,-2,1
57,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,1,4,2.666666667,4,3,1,14,-1,0,0,5
58,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,1.2,3.333333333,0.666666667,4.25,6,2,11,0,1,-1,2
59,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,-0.6,2.666666667,1.333333333,3.5,4.333333333,5,13,0,-1,-3,1
61,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,4.2,6.333333333,3.666666667,4.75,6,6,12,-25,2,0,9
62,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,1.4,4,0.666666667,2.75,4,4,16,0,0,-1,2
63,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,2,2.666666667,4,4.25,6,3,13,-13,5,-4,5
64,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,3.2,3.666666667,1.333333333,4.5,7,2,14,-1,0,0,9
68,51.7,16.6,21.5,16.6,0.9,37,0,10,3,133,0.2,4,1.666666667,2,3.666666667,2,23,-7,0,-2,5
